order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD343827,ID1132014844,2019-02-02,Thompson,"[('Toshika 750', 2), ('Olivia x460', 2)]",11090,132.675,-37.8151352,144.9450883,5,10668.175,Summer,True,0.3247,"great phone, even after 7 months this has been a great phone, it has the large screen without the large body. the battery does not last as long as my razr maxx but even with hard use all day it will make it through without a recharge during the day.",True
ORD349051,ID6273363794,2019-07-07,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Olivia x460', 1)]",6905,73.91,-37.7995646,144.9624872,10,6288.41,Winter,False,1.992,timely delivered. good product,True
ORD148375,ID4418536080,2019-11-17,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 1), ('Universe Note', 2), ('Toshika 750', 1)]",14100,84.06,-37.80257520000001,144.96326969999996,0,14184.06,Spring,False,1.8149,it was a good buy for when the had them on sale. i use it as my travel tablet,True
ORD031735,ID1492416091,2019-07-20,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('iAssist Line', 1)]",20985,66.89,-37.8023566,144.9577629,15,17904.14,Winter,True,1.4844,"usb charge port failure. xp does not honor warranty. usb c charge port fails. dont buy this paperweight edit: they refuse to honor their warranty. same issue as reported by other reviews, they claim water intrusion. 25% 1 star reviews. trust us dont buy this phone or anything from xp.",False
ORD368521,ID1404218660,2019-09-20,Bakers,"[('iAssist Line', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",10040,78.22,-37.8018786,144.9873919,15,8612.22,Spring,False,1.1367,great buy the phone was in amazing condition. the battery is also in impressive condition and holds its charge well. my mom loves her new phone.,True
ORD141277,ID4391665568,2019-04-29,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 1), ('Universe Note', 2)]",11540,49.42,-37.8124874,144.96329169999996,5,11012.42,Autumn,False,0.8748,"not new. phone was opened and had verizon logo, apps and someone's saved number. was not new phone. very disappointed.",False
ORD249330,ID0598033520,2019-04-06,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",10355,78.95,-37.813942,144.966996,0,10433.95,Autumn,True,0.5646,five stars sweet,True
ORD494565,ID4326586204,2019-03-21,Nickolson,"[('Thunder line', 2), ('Toshika 750', 2), ('Universe Note', 2)]",19900,78.81,-37.8132425,144.96269080000005,5,18983.81,Autumn,True,0.8479,five stars wow that is a good stuff.i love my phone.it works perfectly. thank you digico!,True
ORD326369,ID0711333524,2019-06-11,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2)]",9360,65.76,-37.8064407,144.9571255,5,8957.76,Winter,False,1.1241,saved hundreds on fast modern phone saved me at least $200-300. course i re-imaged it to latest os. silly to pay hundreds of dollars for a name. oh it did work very well as stock to. great battery life. not sold in usa market. it is hard to get a case that fits it...,True
ORD365252,ID0472236184,2019-01-01,Nickolson,"[('Universe Note', 1), ('iAssist Line', 1), ('iStream', 2)]",5975,87.26,-37.79896110000001,144.9665222,15,5166.01,Summer,False,2.2018,"rose gold 32 gb delivered on time, works perfectly. have it for over a month now and there isn’t any problems with it.",True
ORD495887,ID0746912865,2019-03-16,Nickolson,"[('Toshika 750', 1), ('Universe Note', 1), ('Thunder line', 2)]",12130,82.89,-37.8249605,144.98485569999997,5,11606.39,Autumn,True,1.5209,five stars absolutely love it.,True
