order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD272011,ID0076459535,2019-01-29,Thompson,"[('iStream', 1), ('Alcon 10', 1), ('Olivia x460', 2)]",11550,76.43,-37.7906235,144.9370581,10,10471.43,Summer,True,2.6077,great tablet for kids but the screen isn't as strong. charging port is very poorly built,False
ORD216709,ID0746909543,2019-06-04,Bakers,"[('iStream', 1), ('pearTV', 2)]",12770,73.19,-37.8227361,145.01525759999996,0,12843.19,Winter,False,2.2611,easy to start up and use works great,True
ORD220659,ID0589451560,2019-10-29,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,62.47,-37.809817,144.97303369999997,25,2229.97,Spring,False,1.024,used phone a bit too used. received used phone that had slash on the screen. resulted in cracking of the screen.,True
ORD109084,ID6167417899,2019-07-16,Thompson,"[('Universe Note', 2), ('iAssist Line', 2), ('Toshika 750', 1), ('iStream', 2)]",15970,49.92,-37.8172141,144.95331069999997,15,13624.42,Winter,False,0.7462,battery battery is very bad. need to charge 2-3 a day with low time use.,False
ORD345756,ID0307349581,2019-03-23,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Alcon 10', 2)]",22585,68.66,-37.8114359,144.980743,5,21524.41,Autumn,False,1.2664,four stars good,True
ORD095557,ID0846591178,2019-06-10,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",22580,74.14,-37.822004,144.96958700000005,15,19267.14,Winter,True,0.3795,"love it! easy setup and i can ‘drop in’ on my daughter and son-in-law who live in st. louis anytime. everyone loves to have their mother drop in, right 😎",True
ORD102052,ID4716795817,2019-10-15,Thompson,"[('Universe Note', 1), ('Olivia x460', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",9895,101.46,-37.81873289999999,144.953416,25,7522.71,Spring,True,0.8755,five stars very best,True
ORD270715,ID4297530204,2019-11-13,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('iAssist Line', 2), ('iStream', 2)]",9660,66.0,-37.8055827,144.9761361,5,9243.0,Spring,False,1.56,"died in under a year, couldn't care less about the features. this thing has been nothing but trouble for me, slow processing, horrible battery, bad audio, and the slowest 4g data i've ever seen. totally took a dump on me when i needed it most, do not buy this cheap phone.",False
ORD238693,ID1881118510,2019-02-27,Thompson,"[('iStream', 1), ('Alcon 10', 1)]",9100,86.0,-37.8002597,144.962533,5,8731.0,Summer,True,1.9389,"superior a universe s9 plus antes de tener el xiaomi redmi note 8 pro, tuve el olivia universe s9 plus, y en velocidad el xiaomi es superior, mucho mejor que el olivia..",True
ORD344519,ID6245731080,2019-07-11,Nickolson,"[('Thunder line', 2), ('iAssist Line', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",25710,67.33,-37.8106251,144.9781055,10,23206.33,Winter,True,1.1632,"great phone but still not super fast this is one of the best phones on the market. however, it is still much slower than my laptop in regards to browsing the web or opening programs. there's always a 2 second delay for everything.",True
ORD321543,ID0575428627,2019-10-24,Nickolson,"[('Universe Note', 2), ('iStream', 1), ('Candle Inferno', 2), ('Alcon 10', 1)]",16860,90.11,-37.8191367,144.984824,25,22064.78,Spring,True,1.3444,phone is not unlocked phone is not unlocked. at&t emblem on the back. have wasted 2 days with verizon to learn this phone cannot work on their network.,False
ORD331048,ID0575524464,2019-05-03,Nickolson,"[('Candle Inferno', 1), ('pearTV', 1)]",6740,81.2,-37.8208667,144.98236169999996,5,15342.39,Autumn,True,1.1545,good phone it's a good phone,True
ORD377993,ID2190561011,2019-02-05,Bakers,"[('Lucent 330S', 2), ('Toshika 750', 2)]",11100,92.37,-37.81414960000001,144.9632052,5,10637.37,Summer,True,0.7458,"awesome phone - best in a class brand new original s10+ bast phone of 2019, received the phone quickly and yes its original. i love this phone. ultrasonic fingerprint reader is really cool feature.",True
ORD282658,ID0848376249,2019-05-07,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1), ('iStream', 1)]",4830,80.11,144.97140009999995,-37.8299848,25,3702.61,Autumn,True,1.2783,the price is good for what you get! good phone for the price. has all the modern features at a competitive price.,True
ORD203248,ID2489014343,2019-01-31,Bakers,"[('pearTV', 1), ('Olivia x460', 2), ('Universe Note', 1)]",12210,87.65,-37.7984899,144.9779754,10,11076.65,Summer,True,1.986,not as described item was described as new. was not new. i would like a refund.,False
ORD063949,ID0054396984,2019-18-04,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('pearTV', 2)]",33175,66.4,-37.8021346,144.94834,0,33241.4,Autumn,False,1.1784,quality of my phone is like new. i love my phone it works great. thanks for having quality products.,True
ORD407612,ID6167344578,2019-07-11,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Alcon 10', 2)]",23450,61.36,-37.81595220000001,144.9731899,10,21166.36,Winter,True,1.2517,bad product very bad dont buy with that company no sirvio el celular se apago y nunca mas prendio la pantalla muerta,False
ORD075688,ID0144720435,2019-07-31,Nickolson,"[('Toshika 750', 2), ('pearTV', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",19830,51.63,-37.8195035,144.95668030000004,15,16907.13,Winter,False,1.1363,"stole $200 dollars from me screen was with a defect. when i returned the phone, i received an email stating they could not see the defect, and charged me a $200 restocking fee. this is stealing in broad daylight.",False
ORD179129,ID6206995797,2019-12-16,Nickolson,"[('Universe Note', 2), ('iAssist Line', 2), ('pearTV', 1), ('Alcon 10', 2)]",35560,105.66,-37.7993417,144.96712019999995,0,35665.66,summer,True,2.1539,works for me have to make sure not much apps are open to save 🔋,True
ORD035029,ID0662736521,2019-10-23,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1)]",9380,100.12,-37.8245985,144.9698135,0,9480.12,Spring,True,0.6687,great purchase and value excellent product,True
ORD238962,ID1560149548,2019-07-16,bakers,"[('Universe Note', 1), ('Lucent 330S', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",27030,66.0,-37.8162997,144.93724619999998,10,24393.0,Winter,False,0.9535,best phone ever love it,True
ORD292653,ID6167289288,2019-02-16,Nickolson,"[('Thunder line', 1), ('Alcon 10', 1)]",13720,76.49,-37.8103856,144.9615869,10,10093.49,Summer,False,1.1514,upgrade from old candle reader whose charger quit working android system easy to use,True
ORD397738,ID0247417839,2019-11-06,Nickolson,"[('iStream', 2), ('Lucent 330S', 1)]",1530,95.58,-37.8181208,144.9693491,0,1625.58,Spring,True,0.0557,... just started using this phone and so far it's good. i have just started using this phone and so far it's good.,True
ORD375150,ID0767733199,2019-09-10,Nickolson,"[('Alcon 10', 2), ('iStream', 1), ('Olivia x460', 1)]",19275,107.54,-37.8043011,144.9717177,0,19382.54,Spring,True,1.6025,"a couple of refurb gotchas, but otherwise good. because the bootloader is unlocked, it won't install istream. also, the refurb did not come with the usb to c converter for transferring data from old phone. other than that it is a fine phone.",True
ORD105433,ID0588191348,2019-03-24,Nickolson,"[('iAssist Line', 1), ('Alcon 10', 1), ('Olivia x460', 1), ('Toshika 750', 1)]",16720,64.99,-37.8141249,144.9724314,5,15948.99,winter,False,0.5584,"great. about as cheap as a replacement battery for my other go phone, and all i had to do was put in my existing sim card and it booted right up. great.",True
ORD062256,ID1224854789,05-02-2019,Thompson,"[('iStream', 2), ('Universe Note', 1), ('pearTV', 2)]",16370,57.05,-37.8132882,144.94040880000003,10,14790.05,Summer,False,0.5897,"the item was defected the battery run out within less than 2 hrs and the device scratched from the back area in many places my recommendation to you allis don""t buy from this vendor",False
ORD302697,ID3222703072,2019-10-28,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Lucent 330S', 1), ('pearTV', 1)]",12200,105.36,-37.80164370000001,144.9431475,0,12305.36,Spring,True,1.2753,five stars awesome phone,True
ORD358199,ID2948774556,2019-06-26,Nickolson,"[('pearTV', 2), ('Thunder line', 2)]",16980,66.21,-37.8080206,144.9697885,10,15348.21,Winter,False,1.1773,exactly what i wanted bought a pixel xl n ew from google several years ago... loved the phone! i bricked it at a pool party. bought this phone and it's the exact model i purchased from google and it's still getting os updates from google!,True
ORD259357,ID0247028736,2019-07-10,Nickolson,"[('pearTV', 2), ('Olivia x460', 2)]",15070,61.92,-37.8161805,144.9703509,25,13819.68,Winter,False,0.2778,"which is great! it worked as expected, which is great!",True
ORD076470,ID0420022681,2019-05-04,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 1)]",2890,63.02,-37.8110172,144.9995882,25,2230.52,Autumn,True,0.3996, ,False
ORD316099,ID0492939898,2019-06-29,Bakers,"[('Universe Note', 1), ('Lucent 330S', 1), ('Candle Inferno', 1), ('pearTV', 1)]",11420,71.06,145.01485449999996,-37.8008412,25,8636.06,Winter,False,2.0043,nothing but love for xp! i had previously owned a xp 6 but gave it to my brother (which he enjoys to this day). was gifted a blu phone as a transitional device and it was god awful in almost every quality so i ordered another 6 - fantastic!,True
ORD075334,ID0282825893,2019-04-30,Thompson,"[('Toshika 750', 1), ('Universe Note', 2)]",11220,53.27,-37.8036161,144.9541139,25,8468.27,Autumn,False,1.1834,not good w verizon (user trial experience) skip over this if you don't live under your provider's tower. dropped calls x9 and failure to pick up provider signal despite 24bands. tossed.,False
ORD363812,ID6167359490,2019-02-10,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",5535,93.62,-37.8123779,144.97367659999995,10,5075.12,Summer,True,0.7814,very sleek excellent phone! everything as described.,True
ORD349781,ID0131238743,2019-03-07,Nickolson,"[('Thunder line', 1), ('iStream', 1), ('Lucent 330S', 1), ('Toshika 750', 1)]",7880,65.05,-37.8138309,144.96154840000003,10,7157.05,autumn,False,0.8812,four stars great phone with basic function,True
ORD265878,ID0588200381,2019-27-03,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2), ('pearTV', 2), ('iStream', 2)]",19740,63.82,-37.81212360000001,144.9739868,5,18816.82,Autumn,True,0.8192,sim problem camera way overrated. sim card problems all the time. screen unlock very awkward totally disappointed.,False
ORD059053,ID5668009783,2019-05-21,Bakers,"[('Olivia x460', 2), ('iAssist Line', 1), ('Universe Note', 2), ('Thunder line', 1)]",13755,64.68,-37.80432879999999,145.0007417,0,13819.68,Autumn,True,0.7955,batería recibí este teléfono funcionó bien 5 días y luego empezó a tirar error en la batería hasta que dejó de cargar . ahora tengo que llevarlo a servicio técnico porque no carga .,False
ORD281175,ID0634783569,2019-06-02,Thompson,"[('Universe Note', 1), ('iStream', 1)]",3600,77.38,-37.8127454,144.93719109999995,25,2777.38,Winter,True,0.8687,olivia s10+ product is good but 11 days late from original shipdate,False
ORD344632,ID2347007256,2019-16-04,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 2), ('Universe Note', 1)]",8240,66.12,-37.823731,144.98269130000003,5,7894.12,Autumn,False,1.2892,my first phone upgrade! this was my first upgrade in a cell phone in over 4 years. i have really enjoyed this phone. thanks,True
ORD206105,ID0245537551,2019-11-24,thompson,"[('Universe Note', 2), ('iStream', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",17380,77.23,-37.8105953,144.9653759,5,16588.23,Spring,False,0.9632,"great product and vendor phone is exactly as promised. dropped my sim card in and works like a charm, even came with a fully charged battery which was greatly appreciated.",True
ORD435575,ID0560986784,2019-01-08,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1), ('iStream', 1)]",3560,75.78,-37.8200529,144.94279730000005,25,11679.84,Summer,False,0.9033,"a great product for the price, works well!!",True
ORD072583,ID0767753159,2019-11-03,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Lucent 330S', 1), ('Alcon 10', 2)]",30220,84.61,-37.8023344,144.9706342,25,22749.61,Spring,False,1.8126,five stars satisfied,True
ORD165894,ID6167285761,2019-11-15,Thompson,"[('Universe Note', 2), ('Toshika 750', 2), ('pearTV', 2)]",28160,77.72,-37.8118155,144.95578999999995,5,26829.72,Spring,False,0.7729,great phone! love it! great phone for a good price. very user friendly thankfully as i'm electronically challenged. great phone at a good price.,True
ORD227252,ID6167417928,2019-12-23,Thompson,"[('Universe Note', 2), ('Thunder line', 2), ('iAssist Line', 2), ('pearTV', 2)]",28330,95.64,-37.8155614,144.95816340000005,0,28425.64,Summer,True,1.0273,i received it very fast haven't used it yet but so far great,True
ORD126523,ID5172837975,2019-05-07,Bakers,"[('Alcon 10', 2), ('iAssist Line', 2), ('Lucent 330S', 2), ('Universe Note', 2)]",31710,63.4,-37.8113585,145.0017717,0,31773.4,Autumn,False,0.7814,great value it is like new .,True
ORD337992,ID2789608267,2019-12-10,nickolson,"[('iStream', 1), ('Toshika 750', 1), ('Universe Note', 1)]",7920,84.24,-37.8031298,144.9826122,25,6024.24,Summer,True,1.3476,the phone is not working i'm so disappointed...i bought it to send abroad but it works for 3days. so what should i do now?,False
ORD104908,ID0635530384,2019-11-26,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 1)]",22210,71.4,-37.81284,144.94309219999997,25,16728.9,Spring,False,0.3502,five stars phone is in good condition. works very well. i am very happy.,True
ORD195588,ID2672310978,2019-05-07,Bakers,"[('Lucent 330S', 1), ('Alcon 10', 2)]",19130,79.28,-37.8026079,144.98771269999997,15,16339.78,Autumn,True,1.0553,"i bought this tablet for my 7 years old and love it. great parental control, set up goals for the day, turns off at the time, i decided. works perfectly and very fast processor",True
ORD146908,ID0452380996,2019-10-14,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2)]",1010,80.0,-37.8248132,144.94906519999995,15,9770.0,Spring,False,1.3627,it's a really good gadget ...i love everything about it...,True
ORD416100,ID2906505250,2019-04-25,Thompson,"[('iAssist Line', 2), ('iStream', 2)]",4750,79.06,-37.8070765,144.95001499999995,25,3641.56,Autumn,True,0.6747,my new phone man how i love my new phone......davd one cool guy..thank you...,False
ORD210598,ID1479897562,2019-08-16,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 2)]",2090,63.55,-37.8201576,144.9582571,5,2049.05,Winter,True,1.0082,"no tecomiendo el proveedor el producto que pedí, no fué el mismo al que me mandaron. lo pedí de 64 gb y me lo mandaron de 32 gb, era liberado de at&t y me enviaron uno de t-mobile, y lo reegí nuevo y me enviaron, repotenciado",False
ORD190502,ID2096325836,2019-01-15,Thompson,"[('Universe Note', 2), ('Thunder line', 1), ('Candle Inferno', 1)]",9510,78.73,-37.8002666,144.9543413,25,7211.23,Summer,False,1.522,great phone at great price great phone. 2 other people inwork with told me about this phone and they are correct it is great. i got the green and so many people saw it on my desk and complimented it. also arrived fast and on time.,True
ORD123134,ID4875110388,2019-03-12,Thompson,"[('Thunder line', 2), ('Alcon 10', 1)]",13310,68.71,-37.8017943,144.94938390000004,0,26356.34,Autumn,False,1.228,easy transition from flip phone my first smart phone. relatively easy to transition to from flip phone. still learning how to use the apps.,True
ORD021428,ID2469584356,2019-10-23,Bakers,"[('pearTV', 2), ('iStream', 1), ('Alcon 10', 1)]",21720,79.78,-37.7998872,144.9878732,25,16369.78,Spring,True,1.2981,"five stars it works so good after i change the android system, fast enough for me. and the screen is beautiful",True
ORD288460,ID0598399381,2019-09-29,Nickolson,"[('iStream', 1), ('Lucent 330S', 1), ('Alcon 10', 2)]",19280,74.45,144.965652,-37.81395670000001,0,19354.45,Spring,False,0.6198,sure did !! love it !!,True
ORD288637,ID1496842667,2019-12-15,Bakers,"[('Olivia x460', 2), ('Alcon 10', 1), ('Lucent 330S', 1)]",12630,87.52,-37.8252737,144.9886194,0,12717.52,Spring,True,1.7973,"do not buy, this is obsolete verizon will not activate this phone because its 3g. can't find any carrier that will activate this phone. seller, online shopping won't allow return because 7 days past 30 day return window. its a useless phone with deceptive advertising",False
ORD369624,ID4419686624,2019-03-03,Thompson,"[('Olivia x460', 2), ('iAssist Line', 2)]",6900,84.73,-37.8017591,144.96320469999995,0,6984.73,Autumn,True,1.8681,"no complaints phone came as advertised pretty much like new, no scratches or any other wear to be seen and phone came factory reset as well. came right when it was scheduled to as well.",False
ORD325353,ID1681675863,2019-01-21,Thompson,"[('iAssist Line', 2), ('pearTV', 2), ('Toshika 750', 1)]",21390,61.15,-37.809828,144.9764612,0,21451.15,Summer,False,1.1497,one star bad,False
ORD245892,ID2288769416,2019-06-19,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Thunder line', 1)]",6865,65.19,145.00339730000005,-37.80197860000001,25,5213.94,Winter,False,1.1455,"love it! my son talked me into this phone and i am so glad he did. love it!!! and yes, an old dog can learn new tricks :)",True
ORD461742,ID0036824713,2019-08-15,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Lucent 330S', 2), ('pearTV', 2)]",19830,81.71,-37.8252827,144.9480362,0,19911.71,Winter,True,1.4062,xp at it's best! i always had xp phones. since the beginning! but this one is xp at it's best! brilliant screen resolution! and superb cameras! and the sound woof woof!,True
ORD072888,ID0746912576,2019-12-08,nickolson,"[('pearTV', 1), ('Toshika 750', 2)]",14950,84.1,-37.82419470000001,144.98338,0,15034.1,Summer,True,1.3665,dead in 2 months!!! i bought this phone for my mom and she really loved it until the phone didn't turn on or receive charge. it's dead within 2 months and apparently i can't get a return or replacement because the window is only 30 days. money has gone down the drain.,False
ORD369500,ID1879266190,2019-01-09,Thompson,"[('pearTV', 1), ('iStream', 2)]",6610,101.35,-37.8022222,144.96333230000005,5,6380.85,Winter,True,1.8437,good phone horrible battery love the phone....battery life is horrible...may just be this phone but it would probably keep me from another.....the touch screen sometimes doesnt work....,True
ORD066205,ID0589500754,2019-02-26,Nickolson,"[('iAssist Line', 1), ('iStream', 1), ('Universe Note', 2)]",9275,96.05,-37.8203996,144.95739890000004,15,7979.8,Summer,False,1.0873,five stars great product,True
ORD061624,ID0299892336,2019-09-29,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Olivia x460', 1)]",10305,78.17,-37.8257965,144.9680325,0,10383.17,Spring,False,0.8127,five stars so far nothing bad has happen,True
ORD091071,ID4754200395,2019-09-20,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680,108.11,-37.8161428,144.9287483,25,2868.11,Spring,True,1.6568,"😍 bought as xmas gift for my wife, she likes it",True
ORD088634,ID0702353899,2019-07-05,Thompson,"[('Thunder line', 2), ('Olivia x460', 2), ('iStream', 1)]",6960,75.66,-37.8061542,144.94333899999995,10,6339.66,Winter,True,0.7964,running with t-mobile with no problems. great buy!!! so far so good. impressed me thinking about buying my husband one to replace his olivia universe s7 edge. this is so much more phone and cheaper.,True
ORD421899,ID2948774550,2019-03-07,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Alcon 10', 1)]",14150,80.7,-37.80828220000001,144.97134330000003,25,10693.2,Autumn,True,1.1588,good budget purchase phone works great. charging cord came unworking out of the box.,True
ORD435562,ID6282174159,2019-10-23,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Universe Note', 2)]",18310,63.51,-37.8230804,144.97799519999995,10,16542.51,Spring,False,0.8948,one star the product comes with a broken screen very satisfied,False
ORD465100,ID2442297413,2019-12-01,Thompson,"[('Toshika 750', 2), ('Alcon 10', 1), ('Universe Note', 1)]",21040,91.14,-37.8175441,144.951741,10,19027.14,Summer,True,0.6803,"best alcon for the price. i have the alcon se but wanted to update so i reviewed all the alcons and found the ten to be the best for the price. after using it for a few months, i made the right choice. i love it and it pairs perfectly with my pear watch.",True
ORD342584,ID2174950856,2019-08-15,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 2), ('iStream', 1)]",22930,65.7,-37.8171865,144.9532135,5,21849.2,summer,False,0.7378,great phone for your money!! this phone is worth the money! it provides you will all of the essentials you need in a phone! i highly recommend this phone for the budget conscious individuals!,True
ORD267479,ID0571730621,2019-11-23,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",22575,65.06,144.95691159999996,-37.818797,5,21511.31,Spring,False,1.1018,"wasn't fully functional, had to return telephoto lens didn't work, had to return",False
ORD431509,ID0301548232,2019-05-27,Bakers,"[('Toshika 750', 1), ('iStream', 2)]",4620,66.65,-37.80506550000001,144.9840391,0,4686.65,Autumn,False,1.1271,two stars sent back,False
ORD466473,ID0777832599,2019-05-28,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1)]",30345,68.36,-37.8029941,144.9579155,15,1479.36,Autumn,False,1.4391,"would buy again,so far.... so far it came in great condition,not a scratch or nick on it..just like new...just recieved so,so far satified...",True
ORD394607,ID0650288457,2019-18-05,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 2), ('Lucent 330S', 1)]",6540,80.48,-37.8142599,144.9747761,10,5966.48,Autumn,True,0.6663,"seems a black phone comes with white cords, and ... seems a black phone comes with white cords, and i was told i could chose my number which after signing up i wasn't the programs have issues, to from text scrambled, weather won't up date for days sometimes...",True
ORD175622,ID6167441057,2019-12-28,Nickolson,"[('iStream', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",11250,92.03,-37.8131941,144.96276519999995,25,8529.53,Summer,True,0.8471,"battery life not great, but otherwise phone works very well! battery could be better, but it's an upgrade from my last phone so i can't complain! for what i paid, i'm very happy!",True
ORD284993,ID0529157836,2019-10-16,Thompson,"[('Lucent 330S', 2), ('iStream', 1), ('Universe Note', 2), ('pearTV', 2)]",13960,82.94,-37.8231903,144.9378251,25,10552.94,Spring,False,1.4253,ok good phone. for the money should have a better earpods really bad,True
ORD225885,ID1449431395,08-03-2019,Nickolson,"[('iAssist Line', 2), ('pearTV', 2), ('Toshika 750', 2)]",25710,79.99,-37.8129475,144.9783171,5,24504.49,Autumn,True,0.9947,like the product good product,True
ORD393470,ID0634783570,2019-03-06,Thompson,"[('iStream', 1), ('Universe Note', 1)]",3600,65.71,-37.81276870000001,144.937122,0,3665.71,Autumn,False,0.8748,one cent? really? best penny ever spent... ever! phone sh owed up in 2 days... ready to acivate... did i mention it was the best penny ever spent?,True
ORD405580,ID0589504692,2019-12-14,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 1), ('Universe Note', 2), ('Thunder line', 2)]",33480,95.22,-37.8202485,144.9573102,10,30227.22,Summer,True,1.092,excellent great job toshika excellent great job toshika...nice camera...front and back...battery could be a lil better though...but overall this phone is a beast,True
ORD435432,ID4520380478,2019-12-24,Nickolson,"[('Universe Note', 1), ('iStream', 1), ('Thunder line', 2)]",7960,72.55,-37.8197989,144.9612984,15,6838.55,Summer,False,0.738,"we have 3 thunders now, even one in the barn, great idea for when i am working with my horse, can still get news flashes & my music!",True
ORD248811,ID6167266613,2019-09-06,Nickolson,"[('Alcon 10', 1), ('iStream', 2), ('Candle Inferno', 2)]",10110,77.02,-37.81264,144.9651106,15,8670.52,Spring,False,0.7694,five stars extremely good for windows. enjoyable,True
ORD139277,ID0358732717,2019-03-08,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",30990,67.43,-37.819467,144.9828569,25,23309.93,Autumn,True,1.1741,cost effective good as any top dollar phone. camera quality is decent and phone unlock options help a lot.,True
ORD345360,ID2936341084,2019-12-21,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 1), ('Thunder line', 2), ('Toshika 750', 2)]",17310,88.64,-37.8187148,144.96718230000005,25,13071.14,Summer,True,0.2087,five stars i love it,True
ORD413850,ID6167266620,2019-08-14,Nickolson,"[('Universe Note', 2), ('Alcon 10', 1)]",15850,66.77,-37.80975640000001,144.9637961,25,11954.27,Winter,False,1.1064,five stars battery life is really good,True
ORD235604,ID0534017213,2019-07-13,Bakers,"[('Olivia x460', 2), ('Alcon 10', 1)]",2655,75.03,-37.81030379999999,144.9878581,0,11475.03,Winter,True,0.6494,"it works i love the phone, works great. haven't tried the fingerprint or face recognition. but love everything else.",True
ORD145180,ID0529205386,2019-08-11,Thompson,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610,68.32,-37.82325529999999,144.9376745,15,23866.12,Winter,False,1.4388,great product,True
ORD397472,ID1560149575,2019-03-29,Thompson,"[('iAssist Line', 2), ('Universe Note', 1)]",7900,80.13,-37.8160109,144.93811369999997,15,6795.13,Autumn,True,0.8708,nice!!! came in unlocked and working nicely.,True
ORD404992,ID4957761333,2019-10-19,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",5105,86.15,-37.8249823,144.9289443,15,4425.4,Spring,True,2.1018,jw pussman,True
ORD262597,ID5448677421,2019-07-08,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",7245,65.23,-37.82398679999999,144.94386530000003,10,22485.98,Winter,True,1.2905,not verizon the phone i recieved is a sprint phone.,False
ORD326387,ID0579402454,2019-10-21,Nickolson,"[('iStream', 1), ('Candle Inferno', 2)]",1010,74.89,-37.8188581,144.9741129,25,832.39,winter,False,0.4022,"great phone better the price the kids are super happy, it run all the games they use and the quality of the phone is surprising",True
